news_id,company_name,entity_id,title,summary,published,link,source,fetched_at,ai_summary,news_type,sector_tag
179,Revolut,d46d3f2b-1254-4e9e-b656-032981fd5d4b,Revolut Targeting $200 Billion Valuation in IPO—But Not Until 2028: FT - Decrypt,Revolut Targeting $200 Billion Valuation in IPO—But Not Until 2028: FT&nbsp;&nbsp;Decrypt,23:06.0,https://news.google.com/rss/articles/CBMijAFBVV95cUxNbkszU2NuemUxbTZVS29FMUJsN1pKVENKUUFUWUpQMjZzR21TZDgtanpYa0ZGbDdLZXFQN25sLXRCNUxNOGVUeGIwN3E2UTM2QmpnVGZTT0QzT192N19yS3M5UDNRaXhJSlctZi0xb1dBVzhwMXFSYm9RY29yaDBxaFJSdnhUMkJKTG1UetIBlAFBVV95cUxPR1RxeUd1WUNVZ2ppZmpubGV0REdfNmZ1UTJnNTVId3E2R3k0X1BLdEdDdUo2Z3BmOWVLYVpVd3BhcGFLbVRSeHc4c1hVZ0VHeWwzTFQzNGx0Y09RcEdPcWJzUW5fRjNRYlAzdUx1clZyMGE4WW5kOXNMdi1VMzhqcjllQlo1VThjSUplMUJ1LUdGXzNI?oc=5,Decrypt,4/22/2026,"Revolut is signaling an IPO target of $200 billion valuation by 2028, which directly impacts capital structure, investor exit strategy, and the company's path to public markets—a critical milestone for PE stakeholders. This timeline and valuation anchor suggest management confidence in growth trajectory and profitability milestones needed to support such a valuation at IPO, with meaningful implications for current shareholder dilution and return multiples.",company,NULL
180,Revolut,d46d3f2b-1254-4e9e-b656-032981fd5d4b,Italy Fined Revolut €11.5 Million for Consumer Violations. The Smallest Charge Reveals the Largest Problem. - FinTech Weekly,Italy Fined Revolut €11.5 Million for Consumer Violations. The Smallest Charge Reveals the Largest Problem.&nbsp;&nbsp;FinTech Weekly,00:00.0,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQSEdKc2NBTEFoTk1SOVlBemk2TVQ3T01VMTQxYWVqVWwwWENFTFpDTjVxc3VuUWs2dmpVS2Nfb21iSXZ1Mm1kOEJOR3d0TGFHbXJlZ3BQTVFfdTNkR2tWeGpGcnZSUDJVM08tTFprZUtXRHJ5WFBTMUg1bi14eWdtMUVqdGhUVHI5V2V3?oc=5,FinTech Weekly,4/22/2026,"Revolut faces an €11.5 million regulatory fine from Italy for consumer violations, which directly impacts near-term profitability and signals ongoing compliance risks that could affect the company's path to profitability and valuation multiples. This penalty, combined with the article's suggestion of a broader systemic issue (""the largest problem""), raises concerns about potential additional regulatory actions across other European jurisdictions where Revolut operates, threatening both margins and growth momentum.",company,NULL
181,Training Co,e392661f-9eb4-4282-a57b-502851cb49fe,"Swim Training Co.'s IPO Was Pump-And-Dump, Suit Says - Law360","Swim Training Co.'s IPO Was Pump-And-Dump, Suit Says&nbsp;&nbsp;Law360",05:00.0,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1mVi1kTE85WWZmenNFcDZDeDhRZlBZOFVqWTdLSzJlUUg0SlBzSkk4R0ZXM1I4ZlRLSmc2LUtBTGZmNEhCOWFsczRyejRIQzBaRHdobmdn0gFWQVVfeXFMTWZWLWRMTzlZZmZ6c0VwNkN4OFFmUFk4VWpZN0tLMmVRSDRKUHNKSThHRlczUjhmVEtKZzYtS0FMZmY0SEI5YWxzNHJ6NEhDMFpEd2huZ2c?oc=5,Law360,4/22/2026,"A pump-and-dump lawsuit against Swim Training Co.'s IPO represents significant litigation risk that could impact valuation, shareholder confidence, and potentially result in financial settlements or regulatory penalties. This legal action directly threatens the company's market credibility and financial performance, making it material to TSG Consumer Partners' portfolio assessment.",company,NULL
182,Mavis,,"Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say - Reuters","Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say&nbsp;&nbsp;Reuters",14:47.0,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNb042a1JwRU1Udk9hSkc2czJzbzJIU0ZIUURwRnh1S2lOcEFJSDN5LWo5OUo2YURyZDNkVVBRZzk5Y0Vtd0oxbmhreDFRVzBCZVVhaGNKbjIwcVRheGg1VTB0UzVKU1Z3amZMTXpreElBaWxsVkNFT1AyZE5aZi1nbWxSR085bXZ1eVl1Z01hTUh0MEMySFJXVHdBVGpfRERwMUhPS21YZzBVQklmaHczeXpXRGJvX2F1SnFwRmV3Q1Bxak1jblNWUHR5ZmhlOXJUWmRNNQ?oc=5,Reuters,4/22/2026,"[Tariff-driven input cost pressure on imported auto parts and steel/aluminum components] Trump administration's commitment to sustaining tariffs on Mexican imports will durably increase input costs for automotive parts manufacturers and tire retailers sourcing components and materials from Mexico, compressing gross margins unless price increases can be passed to consumers. This represents a material structural headwind to profitability across the sector, particularly affecting larger retailers and manufacturers with significant Mexican supply exposure (e.g., tire imports, fasteners, steel).",industry,Auto Parts & Services
183,Mavis,,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes - Automotive News,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes&nbsp;&nbsp;Automotive News,47:00.0,https://news.google.com/rss/articles/CBMiggFBVV95cUxQc0JwVmZwWjFuZWc5Q2dIZGt6b0FsOERsU1RiTjZMaWxZazRlNWFYTmxST2dJU3F5cnN6c1F5MWU5Um1YV0FmekREbEYxUG5yY3lOWXZCcHdXQ1BpYU1YOXl2bktpaEJYWldWMUZ1X1RDT0l3ZFRrVlZjY3hSMXhCSmZn?oc=5,Automotive News,4/22/2026,"[Tariff-driven input cost uncertainty and mitigation strategy validation] Martinrea, a major automotive parts supplier, has confirmed its 2026 outlook despite U.S. metal tariff changes, signaling that either tariffs have been priced in or mitigation strategies (sourcing diversification, pricing pass-through) are proving effective—a critical data point for downstream auto parts manufacturers and service chains assessing input cost sustainability. This suggests tariff impacts may be more manageable than feared for 2026, potentially stabilizing gross margins across the sector if competitors can execute similar mitigation tactics.",industry,Auto Parts & Services
184,Mavis,,"The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper - ArentFox Schiff","The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper&nbsp;&nbsp;ArentFox Schiff",00:00.0,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQZFZxck5ubkZ4TnduN1dDZklob3VpbW05aU4wSl9zNVIxOFNxaDY1MjU2UTBzVlVVVkdWSmpGR2MwRmhOSVdtVXEzWG5FajFCUVkyMWhvOEtrQjhxNXhMajlpUmNtYVU1NDFReEd6aTdrc3o1NTJjY1U3b1EyOVFEYS01dWYzVExScy0xSmlFQWlzY0tPN2NYUE5kNGlrX3NEMDhRaXlzMWJkUzdfSGo3cDVUZGtUbUhHcTBN?oc=5,ArentFox Schiff,4/22/2026,"[Tariff-driven input cost pressure on steel and aluminum — key materials in tire manufacturing, wheels, fasteners, and auto parts production.] Section 232 tariff changes on steel, aluminum, and copper will directly affect the cost structure of tire manufacturers (which require steel wire and aluminum components), wheel producers, fastener suppliers, and other parts manufacturers in this sector. Depending on whether tariffs were raised, lowered, or restructured, this will materially impact gross margins, pricing power, and competitiveness — particularly for retailers and chains (AutoZone, O'Reilly, Monro, Discount Tire) that source imported or tariff-exposed parts and components.",industry,Auto Parts & Services
185,Mavis,,"Trump adjusts tariffs for steel, aluminum, copper - Supply Chain Dive","Trump adjusts tariffs for steel, aluminum, copper&nbsp;&nbsp;Supply Chain Dive",00:00.0,https://news.google.com/rss/articles/CBMilgFBVV95cUxQUDg0VXVZODNacUtrVEZ0Ym1KajBNdENlemdza1VEeUJJU3VmRnpqWG11X0hkeXBfQ1FpUVN6T3hUZHFWWXIxY1NIV1dzQzhoYlRSVERvbjNKcWtlc3JQemk4OWxUdXdwT01yU2RMdGFKVTJ5VnVVYzIycWhJWmEybUV0QmloT3RrblpGbmxIR3dDejlhbXc?oc=5,Supply Chain Dive,4/22/2026,"[Tariff-driven input cost pressure on steel, aluminum, and copper] Steel, aluminum, and copper are critical input materials for tire manufacturing, auto parts production, and service equipment; tariff adjustments directly affect COGS and could compress margins across tire retailers, parts manufacturers, and service chains unless passed to consumers. Given the sector's historically thin margins and price-sensitive consumer base, tariff changes materially affect profitability and may require strategic pricing/sourcing decisions for companies like AutoZone, O'Reilly, Monro, and Discount Tire.",industry,Auto Parts & Services
186,PowerStop,,"Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say - Reuters","Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say&nbsp;&nbsp;Reuters",14:47.0,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNb042a1JwRU1Udk9hSkc2czJzbzJIU0ZIUURwRnh1S2lOcEFJSDN5LWo5OUo2YURyZDNkVVBRZzk5Y0Vtd0oxbmhreDFRVzBCZVVhaGNKbjIwcVRheGg1VTB0UzVKU1Z3amZMTXpreElBaWxsVkNFT1AyZE5aZi1nbWxSR085bXZ1eVl1Z01hTUh0MEMySFJXVHdBVGpfRERwMUhPS21YZzBVQklmaHczeXpXRGJvX2F1SnFwRmV3Q1Bxak1jblNWUHR5ZmhlOXJUWmRNNQ?oc=5,Reuters,4/22/2026,"[Tariff-driven input cost pressure on imported auto parts and steel/aluminum components] Trump administration's commitment to sustaining tariffs on Mexican imports will durably increase input costs for automotive parts manufacturers and tire retailers sourcing components and materials from Mexico, compressing gross margins unless price increases can be passed to consumers. This represents a material structural headwind to profitability across the sector, particularly affecting larger retailers and manufacturers with significant Mexican supply exposure (e.g., tire imports, fasteners, steel).",industry,Auto Parts & Services
187,PowerStop,,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes - Automotive News,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes&nbsp;&nbsp;Automotive News,47:00.0,https://news.google.com/rss/articles/CBMiggFBVV95cUxQc0JwVmZwWjFuZWc5Q2dIZGt6b0FsOERsU1RiTjZMaWxZazRlNWFYTmxST2dJU3F5cnN6c1F5MWU5Um1YV0FmekREbEYxUG5yY3lOWXZCcHdXQ1BpYU1YOXl2bktpaEJYWldWMUZ1X1RDT0l3ZFRrVlZjY3hSMXhCSmZn?oc=5,Automotive News,4/22/2026,"[Tariff-driven input cost uncertainty and mitigation strategy validation] Martinrea, a major automotive parts supplier, has confirmed its 2026 outlook despite U.S. metal tariff changes, signaling that either tariffs have been priced in or mitigation strategies (sourcing diversification, pricing pass-through) are proving effective—a critical data point for downstream auto parts manufacturers and service chains assessing input cost sustainability. This suggests tariff impacts may be more manageable than feared for 2026, potentially stabilizing gross margins across the sector if competitors can execute similar mitigation tactics.",industry,Auto Parts & Services
188,PowerStop,,"The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper - ArentFox Schiff","The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper&nbsp;&nbsp;ArentFox Schiff",00:00.0,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQZFZxck5ubkZ4TnduN1dDZklob3VpbW05aU4wSl9zNVIxOFNxaDY1MjU2UTBzVlVVVkdWSmpGR2MwRmhOSVdtVXEzWG5FajFCUVkyMWhvOEtrQjhxNXhMajlpUmNtYVU1NDFReEd6aTdrc3o1NTJjY1U3b1EyOVFEYS01dWYzVExScy0xSmlFQWlzY0tPN2NYUE5kNGlrX3NEMDhRaXlzMWJkUzdfSGo3cDVUZGtUbUhHcTBN?oc=5,ArentFox Schiff,4/22/2026,"[Tariff-driven input cost pressure on steel and aluminum — key materials in tire manufacturing, wheels, fasteners, and auto parts production.] Section 232 tariff changes on steel, aluminum, and copper will directly affect the cost structure of tire manufacturers (which require steel wire and aluminum components), wheel producers, fastener suppliers, and other parts manufacturers in this sector. Depending on whether tariffs were raised, lowered, or restructured, this will materially impact gross margins, pricing power, and competitiveness — particularly for retailers and chains (AutoZone, O'Reilly, Monro, Discount Tire) that source imported or tariff-exposed parts and components.",industry,Auto Parts & Services
189,PowerStop,,"Trump adjusts tariffs for steel, aluminum, copper - Supply Chain Dive","Trump adjusts tariffs for steel, aluminum, copper&nbsp;&nbsp;Supply Chain Dive",00:00.0,https://news.google.com/rss/articles/CBMilgFBVV95cUxQUDg0VXVZODNacUtrVEZ0Ym1KajBNdENlemdza1VEeUJJU3VmRnpqWG11X0hkeXBfQ1FpUVN6T3hUZHFWWXIxY1NIV1dzQzhoYlRSVERvbjNKcWtlc3JQemk4OWxUdXdwT01yU2RMdGFKVTJ5VnVVYzIycWhJWmEybUV0QmloT3RrblpGbmxIR3dDejlhbXc?oc=5,Supply Chain Dive,4/22/2026,"[Tariff-driven input cost pressure on steel, aluminum, and copper] Steel, aluminum, and copper are critical input materials for tire manufacturing, auto parts production, and service equipment; tariff adjustments directly affect COGS and could compress margins across tire retailers, parts manufacturers, and service chains unless passed to consumers. Given the sector's historically thin margins and price-sensitive consumer base, tariff changes materially affect profitability and may require strategic pricing/sourcing decisions for companies like AutoZone, O'Reilly, Monro, and Discount Tire.",industry,Auto Parts & Services
190,Rough Country,,"Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say - Reuters","Exclusive: US trade rep tells Mexican companies Trump tariffs here to stay, sources say&nbsp;&nbsp;Reuters",14:47.0,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNb042a1JwRU1Udk9hSkc2czJzbzJIU0ZIUURwRnh1S2lOcEFJSDN5LWo5OUo2YURyZDNkVVBRZzk5Y0Vtd0oxbmhreDFRVzBCZVVhaGNKbjIwcVRheGg1VTB0UzVKU1Z3amZMTXpreElBaWxsVkNFT1AyZE5aZi1nbWxSR085bXZ1eVl1Z01hTUh0MEMySFJXVHdBVGpfRERwMUhPS21YZzBVQklmaHczeXpXRGJvX2F1SnFwRmV3Q1Bxak1jblNWUHR5ZmhlOXJUWmRNNQ?oc=5,Reuters,4/22/2026,"[Tariff-driven input cost pressure on imported auto parts and steel/aluminum components] Trump administration's commitment to sustaining tariffs on Mexican imports will durably increase input costs for automotive parts manufacturers and tire retailers sourcing components and materials from Mexico, compressing gross margins unless price increases can be passed to consumers. This represents a material structural headwind to profitability across the sector, particularly affecting larger retailers and manufacturers with significant Mexican supply exposure (e.g., tire imports, fasteners, steel).",industry,Auto Parts & Services
191,Rough Country,,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes - Automotive News,Martinrea’s 2026 outlook unchanged amid U.S. metal tariff changes&nbsp;&nbsp;Automotive News,47:00.0,https://news.google.com/rss/articles/CBMiggFBVV95cUxQc0JwVmZwWjFuZWc5Q2dIZGt6b0FsOERsU1RiTjZMaWxZazRlNWFYTmxST2dJU3F5cnN6c1F5MWU5Um1YV0FmekREbEYxUG5yY3lOWXZCcHdXQ1BpYU1YOXl2bktpaEJYWldWMUZ1X1RDT0l3ZFRrVlZjY3hSMXhCSmZn?oc=5,Automotive News,4/22/2026,"[Tariff-driven input cost uncertainty and mitigation strategy validation] Martinrea, a major automotive parts supplier, has confirmed its 2026 outlook despite U.S. metal tariff changes, signaling that either tariffs have been priced in or mitigation strategies (sourcing diversification, pricing pass-through) are proving effective—a critical data point for downstream auto parts manufacturers and service chains assessing input cost sustainability. This suggests tariff impacts may be more manageable than feared for 2026, potentially stabilizing gross margins across the sector if competitors can execute similar mitigation tactics.",industry,Auto Parts & Services
192,Rough Country,,"The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper - ArentFox Schiff","The President Signs Proclamation Overhauling Section 232 Tariffs on Steel, Aluminum, and Copper&nbsp;&nbsp;ArentFox Schiff",00:00.0,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQZFZxck5ubkZ4TnduN1dDZklob3VpbW05aU4wSl9zNVIxOFNxaDY1MjU2UTBzVlVVVkdWSmpGR2MwRmhOSVdtVXEzWG5FajFCUVkyMWhvOEtrQjhxNXhMajlpUmNtYVU1NDFReEd6aTdrc3o1NTJjY1U3b1EyOVFEYS01dWYzVExScy0xSmlFQWlzY0tPN2NYUE5kNGlrX3NEMDhRaXlzMWJkUzdfSGo3cDVUZGtUbUhHcTBN?oc=5,ArentFox Schiff,4/22/2026,"[Tariff-driven input cost pressure on steel and aluminum — key materials in tire manufacturing, wheels, fasteners, and auto parts production.] Section 232 tariff changes on steel, aluminum, and copper will directly affect the cost structure of tire manufacturers (which require steel wire and aluminum components), wheel producers, fastener suppliers, and other parts manufacturers in this sector. Depending on whether tariffs were raised, lowered, or restructured, this will materially impact gross margins, pricing power, and competitiveness — particularly for retailers and chains (AutoZone, O'Reilly, Monro, Discount Tire) that source imported or tariff-exposed parts and components.",industry,Auto Parts & Services
